"read","assigned_region"
"264dc9ca-956e-40ee-9c6a-c9a193da4a84","chr5_telo_1"
"2658feb8-fd43-46ed-ab14-de226a7c0442","chr1_telo_1"
"266011fd-88ee-4aba-8165-1515e3516448","chr6_internal_1"
"266191bc-ed10-43d9-b867-73fc542b7d2f","chr6_internal_1"
"26765d9a-f8d1-44f6-90e9-249c472dc71a","chr12_internal_1"
"267925a8-dc9e-4195-9cda-95c2b6ec08fa","chr7_internal_1"
"267a9911-c8a6-49bf-8117-7c40f487105a","chr9_telo_2"
"267ba72d-29d8-4431-b61d-c11aa6808f46","chr8_internal_1"
"26a497e3-d1d5-49e8-8efe-9fdc64874d1d","chr3_telo_1"
"26d11729-a57c-4558-9b8b-f62bd417fc44","chr3_telo_2"
"26dd9ba9-5924-4cef-b6a4-9d20b1d3b010","chr12_telo_1"
"270abd0a-c12e-4af5-8125-af5a76c5d011","chr1_telo_2"
"2711e4dc-3f19-443e-92f7-5bca9a0fb03c","chr9_telo_2"
"271550d0-4cdc-4d05-ab1a-70704cd3504e","chr1_telo_2"
"273ec975-54eb-4f17-a2a5-a0a49b14a048","chr4_internal_0"
"27436be0-d51b-4a05-a20f-015facb50007","chr7_telo_1"
"276c8a44-9cfe-4487-ad81-bb30bb0e7340","chr12_internal_1"
"27e1e0ac-8eae-4b26-b2f2-dbf7e5622307","chr4_telo_1"
"27e4a0d7-4f27-458d-bdad-fb818b8406be","chr11_telo_2"
"27f36324-813c-480b-9570-8f58af37fce2","chr5_telo_2"
"28162cd2-1dff-4e63-9c4a-0d3d8da08b62","chr6_internal_1"
"288a9c0b-e4c7-48b7-a54d-548c24b87390","chr6_telo_2"
"289af400-749a-4385-90eb-d86bac257919","chr6_telo_1"
"289ee1b8-abd6-401b-abdf-ec0c9fee6c9f","chr8_telo_1"
"28be9393-6dfb-4742-a2cf-26e8e8495235","chr6_internal_1"
"28d0149f-ad36-4501-b693-333a98ef3f64","chr2_telo_1"
"28e495cd-898f-4b72-be8b-047324eda252","chr5_telo_2"
"28fe5b8e-91ff-42d3-95fe-a9743f9b7977","chr7_telo_2"
"2932dc1c-ef4e-400c-998e-b33dccb11acb","chr8_telo_2"
"294899d9-4ce1-48ae-b2e4-9eace4d56ade","chr5_telo_2"
"2965de4c-d101-4c2b-b494-c7b6e53b6a56","chr9_telo_1"
"296e4300-0f5a-4296-abb7-e2a99a2f646d","chr4_internal_2"
"298aee63-4ade-4b34-b1c2-2aaa90b36172","chr13_telo_1"
"29c74a73-0050-4b3e-82dc-9373d96fbeae","chr11_telo_2"
"29eb8f01-a328-4c03-9c06-18db74b3d6ff","chr9_telo_2"
"2a063e96-4b10-45bc-b862-43b810686d06","chr12_telo_1"
"2a11ce7f-822f-4218-b3f5-1efa059b1d99","chr8_internal_1"
"2a3b2213-ecd8-4f3b-82ac-46c5d194754d","chr13_telo_2"
"2a4259aa-5c62-4da4-a41f-ca81fc8304f1","chr8_telo_1"
"2a63dfc3-8a73-40c2-aa7e-f691587ea544","chr6_telo_2"
"2a733d82-aca7-483b-8376-bd09090e7cf3","chr11_telo_1"
"2ab355eb-b4d7-449d-98ed-f1438fe5a47d","chr7_internal_1"
"2ac98a73-ce45-4eb5-8035-0c7795c902d9","chr6_internal_1"
"2acf97de-3703-4481-aed2-17da6c28cd86","chr4_internal_0"
"2ad021df-163d-4aec-ae95-8470301740df","chr8_telo_1"
"2adf2924-ed5f-4a64-8734-c875eb748430","chr3_telo_2"
"2adfc49b-bb1a-41b3-905f-ff71e4764447","chr12_internal_1"
"2af19518-c550-4555-8c3c-c5e507accf76","chr6_telo_2"
"2b2e9f28-3462-4594-8660-454f8b4c68a0","chr4_internal_1"
"2b311b8b-ba4b-48a4-9ae2-372def9dabbe","chr5_telo_1"
"2b5683d9-c6f4-45e1-aec7-44a286239180","chr12_internal_2"
"2b6da769-1170-46f7-b1a7-4ef9cdcdfed7","chr4_internal_2"
"2bae24a6-f29e-456c-b253-7af99c16abb4","chr5_telo_1"
"2bbcbf98-cb32-498a-802c-421f63080d06","chr12_internal_2"
"2bf8c130-54d7-42ca-ab2e-a11afba04ceb","chr1_telo_2"
"2c02c500-8598-41a2-99cc-4d340e8a2990","chr9_telo_2"
"2c19066b-ea12-460f-9fe4-b5465f71840a","chr7_telo_1"
"2c35fd72-ce82-4463-9caa-3919826e00d5","chr12_internal_2"
"2c41c557-195b-410e-8a7b-f3dbbbb4ba6f","chr4_internal_1"
"2c662738-ed54-449a-831d-f7422798e5ef","chr11_telo_2"
"2c71d933-6bfb-446e-9ecc-7492cd083edd","chr1_telo_2"
"2c7ade24-4f35-4995-91ad-ce259224a3bf","chr12_telo_2"
"2c926b8d-8cad-417e-9f0a-2b55c9022700","chr5_telo_1"
"2ca8c988-e3b1-4905-bd09-6fbc9fdd3175","chr13_telo_2"
"2d21f889-b793-4999-8a31-7644b5015375","chr2_telo_1"
"2d5cb87b-43b6-4ba7-9af6-4bd0b4730caf","chr5_telo_2"
"2d7e1d58-a59b-4147-85bc-eabe0298973a","chr12_internal_2"
"2d88f81e-b69c-4426-adad-5d40a8e5e302","chr11_telo_1"
"2db29026-abbc-48c7-85e9-5cb372ce883b","chr12_internal_1"
"2dc3caee-5094-4db4-9b21-aa72298b4a00","chr8_telo_1"
"2dec9a46-8441-48e6-9d7d-3eca8fc414bd","chr12_telo_2"
"2dfb592c-fe4a-43f7-9904-5cf8754d413c","chr12_internal_1"
"2e1e97a6-ae19-4b3a-b40a-23303915c0d3","chr4_internal_1"
"2e72d3e3-54e4-4549-9ad0-1456fdda3afb","chr10_telo_1"
"2ec15cda-5361-4b6c-915c-575ac15c5014","chr12_internal_2"
"2ee02a18-1dfa-4883-8b20-8577225353df","chr11_telo_1"
"2f27b4a0-9747-4a5a-a0b0-aee6fb02f015","chr9_telo_1"
"2f31dbd4-b362-4adf-8ad5-04bb168d129d","chr7_internal_1"
"2f6c2841-8b70-45cd-a4d1-69a51108254d","chr3_telo_2"
"2f7cc646-c6f6-4ce3-a49f-7d689e6916ed","chr13_telo_2"
"2f893e04-1f74-486d-93dc-8481289899cf","chr2_telo_2"
"2f922776-4365-4cfe-a333-ada1a4e7ca0f","chr4_internal_2"
"2fa488ad-af24-4ab0-a2e7-386517088e3f","chr10_telo_2"
"2fbca5a1-8c79-4e00-9a58-7a11f6a20038","chr7_internal_1"
"302279dd-fdd9-40c9-baf2-ae68da9f1538","chr5_telo_2"
"30625009-fd11-4603-a22b-7d1e717bf779","chr6_internal_1"
"308730d5-e9e4-40ce-9068-eada586429e4","chr12_internal_1"
"30a75cf8-a2df-40c3-b980-60e000697787","chr7_telo_1"
"30abd100-4607-48ab-b983-cc69cc81263f","chr4_telo_2"
"30b21711-6331-469f-af20-8866773e4feb","chr1_telo_2"
"30bfdfd9-1281-4fb9-84e3-9cec03a32a54","chr3_internal_0"
"30e9b1ba-e2df-45f9-9ec2-d0dbca50c4fb","chr12_internal_1"
"30ef34bf-ea28-4a54-811c-251215fb5c93","chr12_internal_2"
"314cf850-9125-4205-80ac-44e512ceed77","chr10_telo_2"
"315bcb54-74c7-4d28-8d04-a509d679a24a","chr10_telo_2"
"31726067-8ffb-49f7-b5c9-da58f9087db7","chr9_telo_2"
"319ebe6a-f611-4b8e-a10a-a3914daf8cf9","chr9_telo_1"
"31c082e2-443a-4268-b460-fb215c3df7b9","chr7_telo_1"
"31e1fb2c-2dc2-4fa5-950b-7c7fb70f947d","chr12_internal_2"
"32128423-4794-4128-bada-c167d041c29c","chr4_internal_1"
"32149393-61db-4a7d-a4fe-39d48d982953","chr7_telo_1"
"32149758-e0f0-4748-8780-634f1f7d3498","chr12_telo_2"
"3215afe5-b2db-4d9f-a8a3-3198fe867c03","chr12_internal_2"
"324ef005-0a8b-4c5d-8d4f-803766986c24","chr10_telo_2"
"3280998d-61fd-4750-810e-e7ae2e975227","chr3_internal_0"
"328277ff-bc7b-4515-b6ac-0893d75a5c2c","chr11_telo_2"
"328563f4-1c1f-470d-958a-adc38ce3ce5f","chr7_telo_2"
"329276f8-3d0b-4e27-956c-d726d8a0442d","chr11_telo_1"
"32a51947-4d37-496b-bdfa-4ef22e0d26c8","chr10_telo_2"
"32d93fbb-1a67-465e-9143-954fb5717a34","chr7_telo_2"
"32efcfcc-2fcb-4949-a055-ed63f76a3606","chr6_internal_1"
"3311cbd9-b447-487b-bcea-f48dd50b455f","chr11_telo_1"
"334b03b0-abc9-4ff3-abd0-60e8f9c70302","chr2_telo_1"
"334e278b-e48e-44c7-b49f-24170ee969f3","chr4_internal_1"
"3354ae4e-24ab-48ac-9166-ee279ea1f1a7","chr7_telo_2"
"335a16f2-df03-49a5-b380-659d484b48a7","chr2_telo_1"
"33741c1c-5e13-4f03-bbd2-4096d68784ba","chr13_telo_2"
"339ff2c5-368d-45b1-908e-90ebe32dad1e","chr4_internal_1"
"33a4a857-4560-4b26-b22a-1b1d523683af","chr3_telo_1"
"33bc94bd-c6bc-4d58-8a42-684277c987c0","chr10_telo_1"
"33be692c-6be9-42bd-ae4f-72ec3d408964","chr11_telo_2"
"33dda88a-251b-4c45-88ed-0c93f7f10b5b","chr4_internal_1"
"33e750cb-3cbd-423d-ad1d-234438b006fd","chr3_telo_2"
"34581626-61f1-49bf-a702-11b6eafc4509","chr4_internal_2"
"34843d02-652b-4eb9-b69e-46ee333b10a5","chr5_telo_2"
"3498aee3-a195-4b87-8e06-2c9529fa3e5b","chr8_telo_2"
"34c38d99-b3fe-4a08-b4e7-2fa2e5f3164b","chr10_telo_1"
"34d2e2e0-88ee-445e-a19e-d5311976f1b1","chr13_telo_2"
"34ebc89f-61b5-4d96-ab29-e605e9971cca","chr7_telo_1"
"35016a83-83c6-427f-be93-85ac6b5e42cf","chr11_telo_1"
"3550c1ce-3d46-404c-8024-29a7952f00f6","chr7_telo_2"
"35752092-72a7-4d2e-8af0-6c020d011207","chr8_telo_1"
"35bcc724-46a3-4a65-a0a5-c0e9447451f5","chr7_telo_2"
"35c1ec36-a7bb-485e-b2de-64d0e2f71faf","chr6_internal_1"
"35de4c76-d150-446d-94cf-0375ff45b898","chr13_telo_1"
"35ef1bae-8ef8-43da-bd89-decc7a19e64c","chr8_telo_2"
"36252489-17be-40c4-8641-3dd23553246c","chr13_telo_1"
"36310664-8d08-4e57-a0ae-236a0442a179","chr7_internal_1"
"3646e99e-5c3b-4d3c-ba52-e271c9cb8230","chr4_internal_0"
"366a3cef-d9f6-4e1a-a2b0-411a2feb6aa3","chr8_telo_1"
"3677966a-b0af-4e86-8db6-de6296330926","chr8_internal_1"
"369b6b53-56dc-445a-a311-8c079e1157bd","chr7_internal_1"
"36beba0d-199e-4daa-bddf-db15895fe4c0","chr10_telo_2"
"36d07c2b-03da-4fc7-b3f6-9c0aba0af314","chr11_telo_2"
"36f88ac6-2445-4203-b6ad-4dd4d48dc8e1","chr4_internal_1"
"3704e2a9-529e-4a7e-955e-1ccdbb1a95f3","chr4_internal_2"
"373646d4-3932-4d20-a731-602e2dded23c","chr9_telo_1"
"3739ff45-2d3b-4acc-9f11-1a59c4f45e5f","chr6_telo_2"
"374d2496-ed0f-4f86-8b6c-6e1aa61c8b9a","chr8_telo_2"
"3752c59a-8ca0-4b9f-b57e-0ea33477f6a9","chr6_telo_2"
"377bef81-6211-4469-9a4c-1177dc0501e6","chr2_telo_1"
"37aab3ec-80a5-46ed-9d39-d6c692502f8a","chr5_telo_1"
"37c6fb06-60e3-4e63-bc99-2e785e41b504","chr4_internal_1"
"37e17aeb-a8a6-41a8-9c4c-507d8c71363e","chr4_internal_1"
"380bb538-2bfd-4834-a305-20a8153c4a42","chr7_telo_2"
"384d060b-d39d-4e5b-9046-eb273e4af3fd","chr3_internal_0"
"38506ba2-d009-44e9-a810-e748247de863","chr4_internal_2"
"3854bb29-45de-4088-8811-ee6ecc8c8ebd","chr5_telo_2"
"385fd341-9074-44e3-822c-22a39eef5cc4","chr11_telo_1"
"386f4b02-5f86-46dc-9649-c18f34c6602d","chr4_internal_1"
"388d5b01-ce98-4d95-a2f2-c324119b3c11","chr3_internal_0"
"38c2b83f-1587-4a49-8361-8b839d0dad46","chr2_telo_2"
"38cd2c5c-f380-4a93-9abc-2450deca179f","chr12_internal_2"
"38d0f5c5-e8d8-4282-839d-d42affebdaf9","chr1_telo_2"
"38d59589-bb1f-4f77-a493-0fa2be268195","chr2_telo_2"
"38e18df8-7ff5-4d16-8b04-2ae403fed2d6","chr8_internal_1"
"38e78740-70e4-4b00-80cb-989d7feed25c","chr4_internal_0"
"39013f48-957c-4956-8f9b-24f5b5b8c073","chr4_internal_2"
"391f6304-edd8-4383-92f3-c6654419b6bd","chr3_internal_0"
"3948fc67-1ed4-4726-9e98-8079d1397853","chr10_telo_2"
"396b8c5a-711a-485f-a88b-1c59139ca069","chr12_internal_1"
"399ad2ff-6c99-47cf-b2c9-84a8a802ae37","chr3_internal_0"
"39f86bf8-4b51-4fe6-9d58-111b6ada6e35","chr12_internal_1"
"3a1c9e02-93c1-4f13-817a-9bc3a45b3360","chr2_telo_2"
"3a1f9767-c12a-4d20-ad3e-536051025aa5","chr3_telo_2"
"3a2bc0e0-58e0-4dcb-a89c-ca41997a4975","chr7_telo_2"
"3a50904f-37d3-4377-92e0-6245740011ee","chr4_internal_1"
"3a659216-7aac-4cd3-89a5-93b57d61a18a","chr4_internal_2"
"3a74b026-2636-4a38-a4bd-564757e9c37c","chr2_telo_2"
"3a8da4de-03e2-4308-a37e-8b08ad43782f","chr8_internal_1"
"3a985327-b4ac-444e-8ddf-fce6a86501ed","chr11_telo_2"
"3ab1625b-d940-4199-8e3b-13ef4e7ec8f3","chr9_telo_1"
"3acf1fe4-05be-4672-8c04-97b2a5aef13c","chr12_telo_2"
"3ae57918-6ed9-4110-9355-96f2e4bb0db8","chr7_telo_2"
"3b06ee2c-63d5-4152-b649-172e8aa36c78","chr1_telo_1"
"3b078bd8-8cb3-42c5-9996-e521644ad2f9","chr13_telo_1"
"3b392f08-6af0-41e0-a1d5-9aa4c3774098","chr12_internal_2"
"3b3c2de4-dbc0-4c91-a14d-1a69b0684d03","chr2_telo_2"
"3b42ee53-5648-4322-94f4-81a6b56d4f43","chr1_telo_2"
"3b629854-b4dc-4b83-baf1-21ecc65a40e1","chr8_telo_1"
"3b724c40-af9c-4c0e-9fab-72471fa7de0e","chr1_telo_1"
"3b893321-271d-4d52-af18-c6c7565f721c","chr1_telo_1"
"3b9ef6d6-5f0a-4077-9574-a6895827deb4","chr2_telo_1"
"3ba7d4f5-6ba7-4d3a-a012-0df04f93550a","chr1_telo_1"
"3bc53d1d-dbf2-4422-b4f1-e22068df9688","chr4_internal_2"
"3bc72383-e26d-42a7-bc18-8c8daed1bb61","chr8_telo_1"
"3c0e76d5-a94f-42a4-b6e6-7735c9ae74e6","chr3_telo_2"
"3c175939-ec4e-4b27-91b5-80c3ed4d8b7b","chr6_telo_1"
"3c26437a-cf0e-4413-b6ee-6b648af683b4","chr8_telo_1"
"3c4a5893-3dcb-4f87-9f2a-0e0680b7c9d2","chr11_telo_1"
"3c5c7dbf-1af8-4fcc-90b9-9d80f34150de","chr8_internal_1"
"3c769c21-fc3b-4189-bd65-1830f82df35a","chr6_telo_2"
"3c9673c3-dbd9-4e85-8aef-3b55b824424c","chr8_internal_1"
"3cb072fd-16de-4716-980d-b959bbc07aa4","chr8_internal_1"
"3cd3e1e1-9f4c-4f3b-a1bd-892a35f6be23","chr9_telo_2"
"3cddedf8-6dc2-4829-bf91-9692e68060b9","chr3_telo_2"
"3d0d659b-62f2-4447-a0e4-4965e7b1acce","chr12_internal_2"
"3d124721-bef4-4559-84aa-9b7046741c83","chr1_telo_1"
"3d185c05-4de6-47e4-9f4f-f23cb59c058c","chr7_telo_1"
"3d286d67-0256-4d66-a3ac-9a53a455b37e","chr2_telo_2"
"3d6c7d63-50f9-4f3e-a469-259a8fb9f79a","chr12_internal_2"
"3d7d2bd0-f620-4aea-879a-5f33c3bbbb83","chr9_telo_1"
"3d9327c2-4a23-4a66-87e0-30af125b8c24","chr10_telo_2"
"3d99abd6-33f8-4457-a935-10f9fba55e25","chr6_internal_1"
"3dad571f-5611-44bf-a506-40a2671d8422","chr2_telo_1"
"3ded6b63-83e8-49e0-b046-d900fb3c87ce","chr2_telo_1"
"3e112177-cfd0-4e33-a70a-abae595a5fc7","chr12_internal_1"
"3e1437d4-4c97-4599-afd3-9cbb4fcf60c7","chr10_telo_1"
"3e65d3e4-8dc5-4fae-90d4-b8af65192a72","chr8_telo_1"
"3ec5591f-cfe0-4ff2-83dc-a84a77c31a9e","chr2_telo_2"
"3ed37e20-2de3-4084-85dc-878f4bd7e9f6","chr13_telo_1"
"3eef0e7a-6fff-42b8-8ae1-0e79a1faffcb","chr12_internal_1"
"3f4f6712-b018-45ce-aba4-7145bb32a0d7","chr3_telo_1"
"3f582950-10ce-41d9-b4c5-672f61774daa","chr5_telo_2"
"3f5a1454-778b-418c-be9a-6da394e86618","chr5_telo_2"
"3f66c830-6ee0-4500-9321-28ebd2511ada","chr5_telo_2"
"3f6b5885-b1b3-4ba7-a45f-a167c42e4926","chr5_telo_2"
"3fb38a0e-b95b-486a-a6be-fa7dd90018cb","chr1_telo_1"
"3ffb482f-73b7-4c6a-97ac-0674383d5223","chr7_internal_1"
"3ffcfd10-767d-435e-9354-236cdc7485c0","chr8_telo_2"
"400d8a85-96c7-4da2-8018-45ab210135de","chr12_internal_2"
"40133dc9-ccdd-405d-abfc-a3ad4ed4f280","chr6_telo_1"
"405212b1-e5f0-4a53-97a5-7c52973885ec","chr7_internal_1"
"405bba14-72a6-4435-80bc-53bf1a13ffb1","chr11_telo_1"
"4062c20d-3381-4f54-85bc-582d3e32e12c","chr4_internal_2"
"4079d096-fd61-4a1e-965e-327e28424955","chr3_telo_2"
"408dc295-f217-4a35-991a-ccc96b3901a1","chr9_telo_2"
"40924be6-59e9-42cb-9c7f-0120b714f506","chr7_internal_1"
"40af6ffd-bb34-4388-8e53-1d4f3b84031c","chr7_internal_1"
"40ba1f18-4a92-4a3c-9deb-432833d22a4d","chr8_internal_1"
"40f5317a-c526-4acf-8337-92abb752d133","chr12_internal_2"
"40fe0826-1bef-4ccf-bbe7-543c91d23dd0","chr1_telo_2"
"41265885-fe68-46f3-8021-74c7009d0840","chr4_telo_2"
"41670fdf-5a98-44d1-b09a-584788f85066","chr6_telo_1"
"41940f09-6ea3-43b0-a584-cbf304d35207","chr9_telo_1"
"41943448-dc50-473c-9aa3-b8fa5b07e9da","chr13_telo_2"
"41a26327-b7f8-4dc0-ad9a-f2f1f0d21e15","chr13_telo_1"
"41b4a7ba-bf63-4218-8ecb-dbed09ba81ab","chr13_telo_2"
"41d6e1d5-3810-4a90-b4e3-08fad93195bf","chr8_telo_2"
"41d7868f-0f2f-4d11-87da-f1bde1ec2a96","chr9_telo_2"
"41dac905-8849-4259-85ca-323631a00993","chr2_telo_2"
"420db6d2-3c69-4fee-a558-5508ab4727d7","chr8_internal_1"
"42435cd3-717c-46bf-a52d-29510d91af91","chr4_internal_1"
"424d1ae8-b3aa-4d6a-a639-743846ed28b1","chr8_telo_2"
"425918f5-65d2-454d-bda9-8455331c5e65","chr10_telo_2"
"425bdd3b-8a99-4e0b-914a-7b2c64116811","chr7_internal_1"
"427b58c8-8471-4503-83ad-aed4d755e953","chr4_internal_1"
"429bd247-72ce-4aa0-93e0-9799589b435b","chr2_telo_2"
"42b01a58-36f5-4167-b796-76aca26ef7b1","chr4_internal_1"
"42b3cb09-fa70-439c-a297-b201e20d9534","chr7_internal_1"
"42bf0e85-9a1f-4207-a332-933a13385f22","chr4_internal_2"
"42c1a588-4d50-4e23-a14a-3090a1c462fc","chr12_internal_2"
"42d46965-939c-49ba-a73d-0918d232fb69","chr9_telo_2"
"430c47d3-6823-42e8-a219-ec4beb56b9ab","chr13_telo_1"
"431cca59-a6b7-4619-b517-f37a31ef4ac3","chr2_telo_2"
"43892ee8-5a6b-4059-a125-359cc2e98f66","chr7_telo_1"
"439a367c-2ba0-4b45-8fb4-dca123221c89","chr7_internal_1"
"43a7c17a-0de8-495d-9feb-80d0b180ce3d","chr3_internal_0"
"43d6a186-e75c-4a9e-b1a0-c71a5441ceb5","chr10_telo_1"
"43ebe246-eb2c-4162-b986-57c4ed3648b4","chr10_telo_2"
"442946c0-4825-44c2-8ed8-e4cec716333f","chr8_telo_2"
"442e4738-c9b4-4d2c-b0cc-c45208b0b88b","chr3_telo_2"
"443f675f-1647-47fb-bc4a-812aef6b1ad8","chr13_telo_2"
"4459d661-142a-47e0-96c7-dfbdfdc53ca9","chr4_internal_1"
"4460e25d-9b0e-4bcb-822f-ce30cb5d953d","chr6_telo_2"
"4474602f-cfb1-4c68-ac03-6af5cce3df7a","chr2_telo_1"
"447ddb76-5372-4aef-9440-3e272c6aa5ec","chr4_internal_1"
"44a3a641-4555-4735-aa47-c44f97b33e7c","chr5_telo_2"
"44af5262-4743-4911-a60b-281f6f76d06b","chr12_internal_2"
"44b02c17-21a8-4f6f-9959-324cf815c935","chr6_telo_1"
"44fd54e5-9767-461f-8af6-7397600d9b18","chr13_telo_1"
"45485f2f-3d8f-4596-967a-1d81cf077f03","chr13_telo_2"
"456a4250-0273-405c-b1a6-4009f583033a","chr13_telo_1"
"458dac92-a17a-46d5-a34c-6276ad1583b8","chr7_internal_1"
"458f695c-a89f-4e37-b334-78d94d48c54f","chr8_telo_1"
"45a699d3-97dd-4f05-a8c5-feed74eb24ba","chr11_telo_2"
"45cc23a6-5039-4f2e-bbe8-34056d71aa94","chr8_telo_1"
"45d3d9cf-9d58-4ceb-b131-c4457bfed725","chr6_internal_1"
"45e4f448-d5ad-4da3-ba44-c6fa7d0bc0eb","chr12_telo_2"
"45f57b50-c565-4bc6-9980-88b5fde10314","chr3_internal_0"
"461b6c59-5d43-413c-8508-0f30e7bd5db8","chr7_internal_1"
"46310ab8-16ba-425f-a698-abeea877f0c9","chr3_telo_2"
"4649c44f-ad00-4dca-bfa2-f7b541d2932c","chr8_telo_2"
"46567de9-907d-4397-abdf-308d54d9e58d","chr4_internal_1"
"466ab252-41b7-41d0-a9ee-b9614f120013","chr2_telo_1"
"46789205-c25e-48f9-98ca-bfa30cfd459c","chr4_internal_2"
"4679c9db-a3db-40e2-9863-f277466a86e6","chr4_internal_2"
"46936a49-f141-4289-a84d-6151c8bf4237","chr5_telo_2"
"46963dd5-f6e5-4ca3-b5d6-9e66f56d6761","chr3_internal_0"
"46d3bc42-4169-4d65-8785-e9cf6c7a08bd","chr1_telo_2"
"46e54392-bf3f-4f44-bd5b-4acce0a154c6","chr2_telo_2"
"470b4b75-2295-40c2-a093-6dfb567ba78c","chr11_telo_1"
"470d3e52-7c3f-4834-a7a6-9771c6cf5797","chr13_telo_1"
"4714e4bf-3ddf-4d23-9825-f106679559f1","chr6_internal_1"
"47276e8d-12e3-4a3c-a0b7-0e6a21f2dc89","chr6_internal_1"
"473bf916-f9da-4628-a001-4d8a4e0e6e98","chr2_telo_2"
"47416ba6-639a-4f3e-b53c-92b20d089f7b","chr9_telo_1"
"474f7d7d-e138-451b-94a1-d35cfc0667de","chr2_telo_1"
"4781c43a-6110-4009-877b-da218eddaec6","chr2_telo_1"
"478ce554-824d-408d-95d9-31c371695524","chr12_telo_1"
"479bac69-acab-4569-983c-0eb6ceae327c","chr12_internal_2"
"479e5ece-78dc-4a12-b3e5-f1a3a7f1c9d2","chr12_telo_1"
"47ab0a51-f503-423f-b458-01deaa492886","chr1_telo_2"
"47b216af-3e9f-4378-899b-3d7720db0baf","chr12_telo_1"
"47deb5c8-2b29-4c02-9632-7912af92da20","chr6_telo_1"
"47feb79d-79fd-4cec-aa2e-6f135f41051a","chr8_internal_1"
"484fca90-25c0-44fd-8bf4-08241f3e97d2","chr7_internal_1"
"485996a6-090d-40ba-8da6-b07890b84e43","chr13_telo_2"
"485e6814-63c5-4e2a-a856-f2a8d03ae2da","chr5_telo_1"
"4861e943-e815-405a-928d-97f94fe42e41","chr11_telo_2"
"48901d81-a2df-4b9d-968e-a5d2a464a9d6","chr8_telo_2"
"489b92ba-0484-44f3-b629-2ed62722a394","chr2_telo_1"
"48c07b60-7a22-41d2-8c63-b6ac48d1ba13","chr7_internal_1"
"48c664ba-e58c-456d-bb9f-53fb74ed4183","chr6_telo_1"
"4920ad42-fe2a-4dd2-bcbd-013ff64a7f2b","chr12_internal_2"
"4967f1b5-9dd9-44a1-a341-e29f2dbb2ad1","chr7_telo_2"
"49b5cb9f-4ba9-4f5d-9733-f3057effd5ee","chr6_internal_1"
"49be80e3-1f9d-4b55-b9d6-ee9536a5d096","chr6_telo_2"
"49bee91b-8781-43b2-9cc5-bdcd8b4b1c79","chr11_telo_2"
"4a0c1c19-2932-41bb-914d-76a574e6fc5b","chr12_internal_1"
"4a119ce8-46c0-41c4-8ea8-637269616114","chr10_telo_2"
"4a1f39ff-7940-4582-8d70-1874ce0c9944","chr5_telo_2"
"4a2925a3-e1a1-4f9c-aeb3-c17b0a568fe4","chr12_internal_1"
"4a30c016-86ae-4d03-aff0-a33116b41053","chr7_internal_1"
"4a37a57f-6339-47d2-8573-f0c9839110b6","chr12_telo_1"
"4a4310c9-009c-429a-9892-e38ee0e1e345","chr4_telo_2"
"4a5c86ba-aa2e-41b5-bc3d-cfabe3db6e3d","chr1_telo_1"
"4a9f5371-a417-4cef-96d0-5d39274a08e2","chr1_telo_1"
"4b07276f-f6b7-4329-a69b-40977b2f79bd","chr5_telo_1"
"4b4a43bf-1134-44a8-bd7c-82ea502d6af3","chr1_telo_1"
"4b65413f-eea7-488f-8775-ac8a0abff0f6","chr6_internal_1"
"4b6de30e-1e6e-4ed9-9090-5dbaf3b33297","chr8_telo_1"
"4b79d7b1-ebe1-45c5-90be-e9e05611bbbd","chr12_internal_2"
"4b82cd94-d611-4d05-b69a-a25a4e47895a","chr4_internal_2"
"4b96d76f-bd00-46c3-86db-e0aac8940526","chr5_telo_2"
"4bbf4fc2-9628-4828-b649-e057e52325b2","chr2_telo_2"
"4bd11b92-ff7e-4c18-92c1-13f5758cda64","chr12_internal_1"
"4bd152fe-56ba-42da-85da-754b2650c84c","chr4_internal_1"
"4bd274e9-be65-4403-ae5b-dc4610960020","chr6_telo_2"
"4bfaaee7-7056-4253-8b86-88134673ed45","chr8_internal_1"
"4c1961df-ea34-46d1-bda3-20cf3c62b15d","chr2_telo_1"
"4c1d2eef-bc4e-4586-a6d1-571a7674e6c8","chr7_internal_1"
"4c352fc3-a828-4b8f-a67a-303e45f825fd","chr4_internal_1"
"4c4916ea-a3a3-461e-a726-20a5805d9023","chr8_internal_1"
"4c83dfc4-d770-45d0-8980-0c324dbc9e71","chr4_internal_1"
"4ccceb5f-f815-449f-aa3e-96821aa3a5dc","chr4_internal_1"
"4ce311dd-7006-4298-a111-908e0e391ee3","chr12_telo_2"
"4cea7959-3d8f-4839-8ea2-1cc93596b7ac","chr4_internal_2"
"4d050038-0707-43f8-9d54-9d6e9bc4d208","chr6_telo_2"
"4d152dd3-ec85-4cb5-9067-7131769426df","chr12_internal_2"
"4d369adc-2e28-43ce-85d5-eddc2554b52f","chr10_telo_2"
"4d3960c2-0027-4832-a451-c430d2cef8cb","chr12_telo_1"
"4d62bd5e-4b15-4cbb-8565-03c420027f7e","chr7_internal_1"
"4d632af8-7f94-4e3c-b71a-8942336c5f82","chr2_telo_2"
"4d640e5a-50c3-48dd-8730-f74a4c0e7a77","chr10_telo_2"
"4dc50043-05ed-4e2c-82be-a803b44662f9","chr8_internal_1"
"4df75a63-e52d-4a8e-b70b-14c7f6bf96ed","chr5_telo_2"
"4dffb054-0b2c-4b26-a76d-efae3fa5827d","chr10_telo_2"
"4e005aff-7674-4f62-a681-e0505c0ebff2","chr2_telo_1"
